uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q448470,Steven Lindsey,1960,education,http://www.wikidata.org/entity/Q1331280,United States Air Force Academy,2,Field Operating Agency | air force academy,1941-1960
http://www.wikidata.org/entity/Q448470,Steven Lindsey,1960,education,http://www.wikidata.org/entity/Q407875,Air University,2,university | staff college,1941-1960
http://www.wikidata.org/entity/Q448491,Yuri Guidzenko,1962,education,http://www.wikidata.org/entity/Q2333455,Moscow State University of Geodesy and Cartography,1,university,1961-1980
http://www.wikidata.org/entity/Q448538,Boris Volynov,1934,education,http://www.wikidata.org/entity/Q1934904,Zhukovsky Air Force Engineering Academy,3,military unit | educational institution | military academy,1921-1940
http://www.wikidata.org/entity/Q448538,Boris Volynov,1934,membership,http://www.wikidata.org/entity/Q1361934,First group of Soviet cosmonauts,2,group of humans | organization,1921-1940
http://www.wikidata.org/entity/Q448538,Boris Volynov,1934,education,http://www.wikidata.org/entity/Q4217985,Kacha Higher Military Aviation School of Pilots,2,military unit | military school,1921-1940
http://www.wikidata.org/entity/Q448547,Pedro Duque,1963,membership,http://www.wikidata.org/entity/Q6101699,Royal Academy of Engineering of Spain,1,academy of sciences,1961-1980
http://www.wikidata.org/entity/Q448547,Pedro Duque,1963,employment,http://www.wikidata.org/entity/Q5252444,Deimos Imaging,1,business,1961-1980
http://www.wikidata.org/entity/Q448547,Pedro Duque,1963,education,http://www.wikidata.org/entity/Q25864,Technical University of Madrid,3,public university | open-access publisher | organization,1961-1980
http://www.wikidata.org/entity/Q448547,Pedro Duque,1963,employment,http://www.wikidata.org/entity/Q1425548,Hispasat,2,business | enterprise,1961-1980
http://www.wikidata.org/entity/Q448547,Pedro Duque,1963,employment,http://www.wikidata.org/entity/Q42262,European Space Agency,3,intergovernmental organization | international organization | space agency,1961-1980
http://www.wikidata.org/entity/Q448547,Pedro Duque,1963,membership,http://www.wikidata.org/entity/Q263263,International Academy of Astronautics,1,international non-governmental organization,1961-1980
http://www.wikidata.org/entity/Q448563,John L. Phillips,1951,education,http://www.wikidata.org/entity/Q7438189,Scottsdale High School,1,secondary school,1941-1960
http://www.wikidata.org/entity/Q448563,John L. Phillips,1951,education,http://www.wikidata.org/entity/Q559549,United States Naval Academy,4,census-designated place in the United States | public educational institution of the United States | observatory | naval academy,1941-1960
http://www.wikidata.org/entity/Q448563,John L. Phillips,1951,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q448563,John L. Phillips,1951,education,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",5,public research university | university campus | public educational institution of the United States | organization | university,1941-1960
http://www.wikidata.org/entity/Q448872,Valeri Tokarev,1952,education,http://www.wikidata.org/entity/Q2822458,Russian Presidential Academy of National Economy and Public Administration,2,organization | university,1941-1960
http://www.wikidata.org/entity/Q448872,Valeri Tokarev,1952,education,http://www.wikidata.org/entity/Q29017984,Stavropol Higher Military Aviation School of Pilots and Navigators PVO,1,military school,1941-1960
http://www.wikidata.org/entity/Q448872,Valeri Tokarev,1952,education,http://www.wikidata.org/entity/Q490188,Gagarin Air Force Academy,1,military academy,1941-1960
http://www.wikidata.org/entity/Q449577,Vladimir Lyakhov,1941,education,http://www.wikidata.org/entity/Q490188,Gagarin Air Force Academy,1,military academy,1941-1960
http://www.wikidata.org/entity/Q449706,Donn F. Eisele,1930,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1921-1940
http://www.wikidata.org/entity/Q449706,Donn F. Eisele,1930,education,http://www.wikidata.org/entity/Q559549,United States Naval Academy,4,census-designated place in the United States | public educational institution of the United States | observatory | naval academy,1921-1940
http://www.wikidata.org/entity/Q449706,Donn F. Eisele,1930,education,http://www.wikidata.org/entity/Q7985358,West High School,2,public school | high school,1921-1940
http://www.wikidata.org/entity/Q449706,Donn F. Eisele,1930,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q45080,Charles Camarda,1952,education,http://www.wikidata.org/entity/Q75478,New York University Tandon School of Engineering,4,private not-for-profit educational institution | organization | university | faculty,1941-1960
http://www.wikidata.org/entity/Q45080,Charles Camarda,1952,education,http://www.wikidata.org/entity/Q65379,Virginia Tech,4,university | land-grant university | United States senior military college | public educational institution of the United States,1941-1960
http://www.wikidata.org/entity/Q45080,Charles Camarda,1952,education,http://www.wikidata.org/entity/Q432637,George Washington University,4,private not-for-profit educational institution | open-access publisher | research university | private university,1941-1960
http://www.wikidata.org/entity/Q45080,Charles Camarda,1952,employment,http://www.wikidata.org/entity/Q75478,New York University Tandon School of Engineering,4,private not-for-profit educational institution | organization | university | faculty,1941-1960
http://www.wikidata.org/entity/Q45080,Charles Camarda,1952,education,http://www.wikidata.org/entity/Q14706159,Archbishop Molloy High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q45082,John Herrington,1958,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q45082,John Herrington,1958,education,http://www.wikidata.org/entity/Q1206658,University of Colorado,1,university,1941-1960
http://www.wikidata.org/entity/Q45082,John Herrington,1958,education,http://www.wikidata.org/entity/Q7201414,Plano Senior High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q45082,John Herrington,1958,education,http://www.wikidata.org/entity/Q2495841,"University of Colorado, at Colorado Springs",2,public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q45082,John Herrington,1958,education,http://www.wikidata.org/entity/Q1128819,United States Naval Test Pilot School,1,military school,1941-1960
http://www.wikidata.org/entity/Q45082,John Herrington,1958,education,http://www.wikidata.org/entity/Q1515048,Naval Postgraduate School,5,university campus | military university | public educational institution of the United States | open-access publisher | staff college,1941-1960
http://www.wikidata.org/entity/Q450834,Lev Dyomin,1926,education,http://www.wikidata.org/entity/Q4094046,Borisoglebsk Higher Aviators School,1,military school,1921-1940
http://www.wikidata.org/entity/Q450834,Lev Dyomin,1926,education,http://www.wikidata.org/entity/Q4450887,Tambov Higher Military Aviation Engineering School,2,military unit | educational institution,1921-1940
http://www.wikidata.org/entity/Q450834,Lev Dyomin,1926,education,http://www.wikidata.org/entity/Q1934904,Zhukovsky Air Force Engineering Academy,3,military unit | educational institution | military academy,1921-1940
http://www.wikidata.org/entity/Q451259,Yury Artyukhin,1930,education,http://www.wikidata.org/entity/Q1934904,Zhukovsky Air Force Engineering Academy,3,military unit | educational institution | military academy,1921-1940
http://www.wikidata.org/entity/Q45137,Lee Morin,1952,education,http://www.wikidata.org/entity/Q7988234,Western Reserve Academy,2,university-preparatory school | historic district,1941-1960
http://www.wikidata.org/entity/Q45137,Lee Morin,1952,education,http://www.wikidata.org/entity/Q3100195,Grossman School of Medicine,3,organization | medical school | faculty,1941-1960
http://www.wikidata.org/entity/Q45137,Lee Morin,1952,education,http://www.wikidata.org/entity/Q7895505,University of Houston–Clear Lake,2,public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q45137,Lee Morin,1952,education,http://www.wikidata.org/entity/Q1472663,University of Alabama at Birmingham,2,public research university | public educational institution of the United States,1941-1960
http://www.wikidata.org/entity/Q45137,Lee Morin,1952,education,http://www.wikidata.org/entity/Q49210,New York University,4,research university | private university | workplace | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q45137,Lee Morin,1952,education,http://www.wikidata.org/entity/Q49207,University of New Hampshire,3,land-grant university | public research university | public educational institution of the United States,1941-1960
http://www.wikidata.org/entity/Q45139,Paul Lockhart,1956,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q45139,Paul Lockhart,1956,education,http://www.wikidata.org/entity/Q1423756,Texas Tech University,2,public research university | public educational institution of the United States,1941-1960
http://www.wikidata.org/entity/Q45139,Paul Lockhart,1956,education,http://www.wikidata.org/entity/Q14711355,Tascosa High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q45139,Paul Lockhart,1956,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1941-1960
http://www.wikidata.org/entity/Q453764,Sergey Avdeyev,1956,education,http://www.wikidata.org/entity/Q56837,National Research Nuclear University,2,university | national research university,1941-1960
http://www.wikidata.org/entity/Q454649,André Kuipers,1958,employment,http://www.wikidata.org/entity/Q1065414,Vrije Universiteit Amsterdam,1,university,1941-1960
http://www.wikidata.org/entity/Q454649,André Kuipers,1958,education,http://www.wikidata.org/entity/Q214341,University of Amsterdam,2,research institute | university,1941-1960
http://www.wikidata.org/entity/Q455669,Evgeniy Vasilievich Khrunov,1933,education,http://www.wikidata.org/entity/Q4238545,Krasnodar Higher Military Aviation School of Pilots named after Hero of the Soviet Union A.K. Serov,1,military school,1921-1940
http://www.wikidata.org/entity/Q455669,Evgeniy Vasilievich Khrunov,1933,membership,http://www.wikidata.org/entity/Q1361934,First group of Soviet cosmonauts,2,group of humans | organization,1921-1940
http://www.wikidata.org/entity/Q455669,Evgeniy Vasilievich Khrunov,1933,education,http://www.wikidata.org/entity/Q1935120,V. I. Lenin Military-Political Academy,1,military academy,1921-1940
http://www.wikidata.org/entity/Q455669,Evgeniy Vasilievich Khrunov,1933,education,http://www.wikidata.org/entity/Q1934904,Zhukovsky Air Force Engineering Academy,3,military unit | educational institution | military academy,1921-1940
